interfaceFqn,originalClassFile,outcome,bridgesAdded,reason
org.apache.hadoop.yarn.api.protocolrecords.GetClusterMetricsResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetClusterMetricsResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.UpdateApplicationPriorityRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/UpdateApplicationPriorityRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.SubmitApplicationResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/SubmitApplicationResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetApplicationReportResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetApplicationReportResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetContainersRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetContainersRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.ReservationUpdateRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/ReservationUpdateRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.RegisterApplicationMasterResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/RegisterApplicationMasterResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetClusterMetricsRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetClusterMetricsRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.ReservationListResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/ReservationListResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.SubmitApplicationRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/SubmitApplicationRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetClusterNodeLabelsRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetClusterNodeLabelsRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.SignalContainerResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/SignalContainerResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.ReservationSubmissionResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/ReservationSubmissionResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetApplicationAttemptReportRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetApplicationAttemptReportRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.KillApplicationResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/KillApplicationResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.CancelDelegationTokenRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/CancelDelegationTokenRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetApplicationsRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetApplicationsRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetContainersResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetContainersResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetClusterNodeLabelsResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetClusterNodeLabelsResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetQueueInfoResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetQueueInfoResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetClusterNodesResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetClusterNodesResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetContainerReportResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetContainerReportResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetContainerReportRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetContainerReportRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.ReservationUpdateResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/ReservationUpdateResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetNodesToLabelsResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetNodesToLabelsResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.RenewDelegationTokenRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/RenewDelegationTokenRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.KillApplicationRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/KillApplicationRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.ReservationDeleteRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/ReservationDeleteRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.AllocateRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/AllocateRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetLabelsToNodesRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetLabelsToNodesRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetQueueInfoRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetQueueInfoRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.ReservationSubmissionRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/ReservationSubmissionRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.RenewDelegationTokenResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/RenewDelegationTokenResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.UpdateApplicationTimeoutsRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/UpdateApplicationTimeoutsRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetClusterNodesRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetClusterNodesRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.ReservationListRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/ReservationListRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetQueueUserAclsInfoResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetQueueUserAclsInfoResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.FinishApplicationMasterResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/FinishApplicationMasterResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.CancelDelegationTokenResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/CancelDelegationTokenResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.StartContainerRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/StartContainerRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.AllocateResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/AllocateResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetApplicationsResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetApplicationsResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetDelegationTokenRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetDelegationTokenRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetApplicationReportRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetApplicationReportRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.FailApplicationAttemptRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/FailApplicationAttemptRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.FinishApplicationMasterRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/FinishApplicationMasterRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetNewApplicationRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetNewApplicationRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.SignalContainerRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/SignalContainerRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetApplicationAttemptsRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetApplicationAttemptsRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetAllResourceTypeInfoResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetAllResourceTypeInfoResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetQueueUserAclsInfoRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetQueueUserAclsInfoRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetAllResourceTypeInfoRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetAllResourceTypeInfoRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetNodesToLabelsRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetNodesToLabelsRequest.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetNewReservationResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetNewReservationResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetNewApplicationResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetNewApplicationResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetApplicationAttemptsResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetApplicationAttemptsResponse.java,implemented,0,
org.apache.hadoop.yarn.api.protocolrecords.GetLabelsToNodesResponseJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetLabelsToNodesResponse.java,implemented,0,
org.apache.hadoop.yarn.api.records.ApplicationIdJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ApplicationId.java,implemented,0,
org.apache.hadoop.yarn.api.records.QueueStatisticsJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/QueueStatistics.java,implemented,0,
org.apache.hadoop.yarn.api.records.ContainerIdJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ContainerId.java,implemented,0,
org.apache.hadoop.yarn.api.records.ReservationRequestsJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ReservationRequests.java,implemented,0,
org.apache.hadoop.yarn.api.records.YarnClusterMetricsJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/YarnClusterMetrics.java,implemented,0,
org.apache.hadoop.yarn.api.records.NodeIdJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/NodeId.java,implemented,0,
org.apache.hadoop.yarn.api.records.ApplicationReportJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ApplicationReport.java,implemented,0,
org.apache.hadoop.yarn.api.records.CollectorInfoJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/CollectorInfo.java,implemented,0,
org.apache.hadoop.yarn.api.records.ResourceRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ResourceRequest.java,implemented,0,
org.apache.hadoop.yarn.api.records.ResourceBlacklistRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ResourceBlacklistRequest.java,implemented,0,
org.apache.hadoop.yarn.api.records.ResourceJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/Resource.java,implemented,0,
org.apache.hadoop.yarn.api.records.ApplicationSubmissionContextJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ApplicationSubmissionContext.java,implemented,0,
org.apache.hadoop.yarn.api.records.ContainerRetryContextJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ContainerRetryContext.java,implemented,0,
org.apache.hadoop.yarn.api.records.ContainerLaunchContextJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ContainerLaunchContext.java,implemented,0,
org.apache.hadoop.yarn.api.records.ContainerJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/Container.java,implemented,0,
org.apache.hadoop.yarn.api.records.TokenJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/Token.java,implemented,0,
org.apache.hadoop.yarn.api.records.ExecutionTypeRequestJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ExecutionTypeRequest.java,implemented,0,
org.apache.hadoop.yarn.api.records.ResourceInformationJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ResourceInformation.java,implemented,0,
org.apache.hadoop.yarn.api.records.ApplicationAttemptIdJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ApplicationAttemptId.java,implemented,0,
org.apache.hadoop.yarn.api.records.LogAggregationContextJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/LogAggregationContext.java,implemented,0,
org.apache.hadoop.yarn.api.records.ReservationDefinitionJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ReservationDefinition.java,implemented,0,
org.apache.hadoop.yarn.api.records.ApplicationResourceUsageReportJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ApplicationResourceUsageReport.java,implemented,0,
org.apache.hadoop.yarn.api.records.QueueInfoJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/QueueInfo.java,implemented,0,
org.apache.hadoop.yarn.api.records.StrictPreemptionContractJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/StrictPreemptionContract.java,implemented,0,
org.apache.hadoop.yarn.api.records.ReservationIdJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ReservationId.java,implemented,0,
org.apache.hadoop.yarn.api.records.NMTokenJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/NMToken.java,implemented,0,
org.apache.hadoop.yarn.api.records.ContainerReportJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ContainerReport.java,implemented,0,
org.apache.hadoop.yarn.api.records.PriorityJVMInterface,/home/shuai/xlab/upgrade_testing/hadoop-transform/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/Priority.java,implemented,0,
